UBIGEO,POB_TOTAL,POB_URBANA,POB_RURAL,GPC_DOM,QRESIDUOS_DOM,QRESIDUOS_NO_DOM,QRESIDUOS_MUN,PERIODO
211002,12129,10795,1334,0.73,2876.33,1232.71,4109.04,2019
211003,1963,676,1287,0.44,107.99,46.28,154.27,2019
211004,5528,2346,3182,0.33,282.58,121.1,403.68,2019
211005,1816,592,1224,0.44,94.57,40.53,135.1,2019
211101,246970,233328,13642,0.53,45137.3,19344.56,64481.86,2019
211102,5412,983,4429,0.28,100.46,43.06,143.52,2019
211103,4606,2297,2309,0.44,366.95,157.26,524.21,2019
211104,7374,1234,6140,0.22,99.09,42.47,141.56,2019
211105,70831,65520,5311,0.55,13153.14,5637.06,18790.2,2019
211201,11490,4147,7343,0.52,787.1,337.33,1124.43,2019
211202,5636,2054,3582,0.44,328.13,140.63,468.76,2019
211203,3319,1624,1695,0.54,320.89,137.53,458.42,2019
211204,4236,445,3791,0.46,74.88,32.09,106.97,2019
211205,6061,1511,4550,0.54,298.56,127.96,426.52,2019
211206,2312,345,1967,0.44,55.11,23.62,78.73,2019
211207,3543,1861,1682,0.54,367.72,157.6,525.32,2019
211208,2155,1024,1131,0.54,202.34,86.72,289.05,2019
211209,7517,1582,5935,0.54,312.59,133.97,446.56,2019
211210,10306,1881,8425,0.54,371.67,159.29,530.96,2019
211301,25159,11485,13674,0.37,1551.05,664.74,2215.78,2019
211302,1787,1523,264,0.44,243.3,104.27,347.57,2019
211303,4985,589,4396,0.44,94.09,40.33,134.42,2019
211304,1366,880,486,0.44,140.58,60.25,200.83,2019
211305,2710,380,2330,0.27,37.45,16.05,53.5,2019
211306,917,559,358,0.44,89.3,38.27,127.57,2019
211307,942,378,564,0.44,60.39,25.88,86.27,2019
220101,83623,62131,21492,0.54,12246.02,5248.29,17494.31,2019
220102,4729,4161,568,0.42,637.88,273.38,911.26,2019
220103,1681,1325,356,0.52,251.49,107.78,359.26,2019
220104,16165,6432,9733,0.45,1056.46,452.77,1509.22,2019
220105,22947,16168,6779,0.53,3127.7,1340.44,4468.14,2019
220106,2905,2249,656,0.44,361.19,154.8,515.98,2019
220201,18244,17390,854,0.67,4252.72,1822.6,6075.32,2019
220202,9243,4370,4873,0.46,733.72,314.45,1048.18,2019
220203,14762,2473,12289,0.57,514.51,220.5,735.01,2019
220204,2741,1012,1729,0.54,199.97,85.7,285.66,2019
220205,8668,6343,2325,0.52,1203.9,515.96,1719.86,2019
220206,6209,5401,808,0.77,1517.95,650.55,2168.5,2019
220301,16664,12064,4600,0.55,2421.85,1037.93,3459.78,2019
220302,2375,1383,992,0.47,237.25,101.68,338.93,2019
220303,12750,3269,9481,0.52,620.46,265.91,886.37,2019
220304,7185,2287,4898,0.54,451.9,193.67,645.57,2019
220305,3171,1401,1770,0.54,276.83,118.64,395.47,2019
220401,14585,8742,5843,0.66,2112.33,905.28,3017.61,2019
220402,5098,3025,2073,0.54,597.72,256.17,853.89,2019
220403,2051,1209,842,0.54,238.89,102.38,341.27,2019
220404,4619,2253,2366,0.55,449.77,192.76,642.52,2019
220405,2425,1193,1232,0.54,235.73,101.03,336.76,2019
220406,819,751,68,0.64,175.98,75.42,251.4,2019
220501,15288,13505,1783,0.68,3351.94,1436.55,4788.49,2019
220502,14532,6671,7861,0.56,1363.55,584.38,1947.93,2019
220503,7245,3956,3289,0.55,789.74,338.46,1128.2,2019
220504,10787,6365,4422,0.65,1510.1,647.18,2157.28,2019
220505,3191,1949,1242,0.63,448.17,192.07,640.25,2019
220506,9156,2386,6770,0.54,471.46,202.05,673.51,2019
220507,3725,1889,1836,0.3,206.85,88.65,295.49,2019
220508,1700,765,935,0.54,151.16,64.78,215.94,2019
220509,1963,967,996,0.58,204.71,87.73,292.45,2019
220510,14440,10029,4411,0.55,2002.09,858.04,2860.13,2019
220511,5789,2273,3516,0.55,453.76,194.47,648.23,2019
220601,33472,30172,3300,0.74,8171.48,3502.06,11673.55,2019
220602,16221,5010,11211,0.79,1444.63,619.13,2063.76,2019
220603,9113,4814,4299,0.58,1019.12,436.77,1455.89,2019
220604,6529,3723,2806,0.55,743.22,318.52,1061.75,2019
220605,5765,1479,4286,0.53,286.11,122.62,408.73,2019
220701,11162,9981,1181,0.66,2404.42,1030.47,3434.89,2019
220702,3035,1311,1724,0.54,259.05,111.02,370.07,2019
220703,2165,1753,412,0.74,473.49,202.92,676.41,2019
220704,882,843,39,0.54,166.57,71.39,237.96,2019
220705,3008,2814,194,0.54,556.03,238.3,794.33,2019
220706,1207,1207,0,0.64,281.96,120.84,402.79,2019
220707,3867,2780,1087,0.5,507.35,217.44,724.79,2019
220708,10134,2821,7313,0.62,638.39,273.6,911.99,2019
220709,3897,2517,1380,0.54,497.34,213.15,710.49,2019
220710,4134,1900,2234,0.54,375.43,160.9,536.33,2019
220801,26323,24251,2072,0.57,5045.42,2162.32,7207.74,2019
220802,7925,2956,4969,0.77,830.78,356.05,1186.83,2019
220803,19703,16528,3175,0.44,2654.4,1137.6,3792,2019
220804,45934,38458,7476,0.53,7439.7,3188.44,10628.14,2019
220805,17206,9751,7455,0.65,2313.42,991.47,3304.89,2019
220806,2031,1761,270,0.76,488.5,209.36,697.86,2019
220807,3694,2370,1324,0.39,337.37,144.59,481.96,2019
220808,2617,2089,528,0.41,312.62,133.98,446.6,2019
220809,3827,3398,429,0.4,496.11,212.62,708.73,2019
220901,81787,81100,687,0.63,18648.95,7992.41,26641.35,2019
220902,910,557,353,0.54,110.06,47.17,157.23,2019
220903,3714,3087,627,0.58,653.52,280.08,933.6,2019
220904,10422,6790,3632,0.54,1341.66,575,1916.66,2019
220905,2364,1922,442,0.54,379.78,162.76,542.54,2019
220906,2514,1781,733,0.59,383.54,164.37,547.91,2019
220907,5446,2424,3022,0.54,478.97,205.27,684.24,2019
220908,4072,3898,174,0.53,754.07,323.17,1077.24,2019
220909,47438,43186,4252,0.58,9142.48,3918.2,13060.68,2019
220910,41348,38284,3064,0.77,10759.72,4611.31,15371.03,2019
220911,2068,1230,838,0.54,243.04,104.16,347.2,2019
220912,1714,1671,43,0.54,329.35,141.15,470.51,2019
220913,7050,5456,1594,0.51,1015.63,435.27,1450.91,2019
220914,2010,1772,238,0.75,485.09,207.89,692.98,2019
221001,30203,20932,9271,0.57,4354.9,1866.39,6221.29,2019
221002,12414,4846,7568,0.53,937.46,401.77,1339.23,2019
221003,11056,3159,7897,0.64,737.94,316.26,1054.2,2019
221004,1355,432,923,0.64,100.92,43.25,144.16,2019
221005,21072,12707,8365,0.53,2458.17,1053.5,3511.67,2019
230101,103125,102341,784,0.55,20544.96,8804.98,29349.94,2019
230102,35319,35198,121,0.49,6295.16,2697.93,8993.09,2019
230103,3355,1160,2195,0.48,203.23,87.1,290.33,2019
230104,32991,32875,116,0.3,3599.81,1542.78,5142.59,2019
230105,2779,1162,1617,0.5,211.92,90.82,302.74,2019
230106,2251,1441,810,0.5,262.8,112.63,375.43,2019
230107,2150,713,1437,0.42,109.39,46.88,156.28,2019
230108,19240,18466,774,0.3,2022.03,866.58,2888.61,2019
230109,3564,2862,702,0.5,521.95,223.69,745.64,2019
230110,127017,126596,421,0.36,16634.71,7129.16,23763.88,2019
230111,6630,226,6404,0.47,38.77,16.62,55.39,2019
230201,2420,1635,785,0.2,119.36,51.15,170.51,2019
230202,997,978,19,0.44,156.24,66.96,223.2,2019
230203,1161,1061,100,0.44,169.5,72.64,242.14,2019
230204,449,341,108,0.42,52.32,22.42,74.74,2019
230205,503,466,37,0.58,98.65,42.28,140.93,2019
230206,712,601,111,0.22,48.26,20.68,68.94,2019
230301,2620,1389,1231,0.49,248.42,106.47,354.89,2019
230302,6452,5725,727,0.46,961.23,411.95,1373.18,2019
230303,3223,2095,1128,0.5,382.07,163.74,545.81,2019
230401,3593,2718,875,0.27,268.85,115.22,384.07,2019
230402,310,130,180,0.5,23.71,10.16,33.87,2019
230403,234,209,25,0.5,38.12,16.34,54.45,2019
230404,332,325,7,0.5,59.27,25.4,84.67,2019
230405,348,345,3,0.81,102,43.71,145.71,2019
230406,510,437,73,0.44,69.81,29.92,99.73,2019
230407,322,301,21,0.32,35.16,15.07,50.22,2019
230408,598,554,44,0.5,101.11,43.33,144.44,2019
240101,111761,110285,1476,0.55,22108.29,9474.98,31583.27,2019
240102,25242,24244,998,0.53,4690,2010,6700,2019
240103,10434,9852,582,0.46,1654.15,708.92,2363.07,2019
240104,7460,3975,3485,0.44,638.39,273.59,911.98,2019
240105,8936,7351,1585,0.44,1174.79,503.48,1678.27,2019
240106,4826,4732,94,0.55,948.22,406.38,1354.59,2019
240201,13476,12931,545,0.2,943.96,404.56,1348.52,2019
240202,2658,411,2247,0.46,68.81,29.49,98.3,2019
240203,7297,5905,1392,0.32,689.7,295.59,985.29,2019
240301,24756,24366,390,0.64,5660.85,2426.08,8086.93,2019
240302,18931,18625,306,0.54,3670.99,1573.28,5244.27,2019
240303,3991,3333,658,0.5,607.85,260.51,868.35,2019
240304,6931,4737,2194,0.41,708.89,303.81,1012.7,2019
250101,168924,161553,7371,0.58,34287.32,14694.57,48981.89,2019
250102,19029,7667,11362,0.74,2070.86,887.51,2958.37,2019
250103,12217,1436,10781,0.55,286.67,122.86,409.53,2019
250104,11937,3401,8536,0.65,806.89,345.81,1152.7,2019
250105,115625,109712,5913,0.62,24827.83,10640.5,35468.32,2019
250106,5690,2614,3076,0.61,582.01,249.43,831.44,2019
250107,103880,101465,2415,0.62,22961.53,9840.66,32802.19,2019
250201,38611,18119,20492,0.62,4095.16,1755.07,5850.23,2019
250202,8123,3781,4342,0.6,828.04,354.87,1182.91,2019
250203,10303,2723,7580,0.8,795.12,340.76,1135.88,2019
250204,2359,641,1718,0.55,127.96,54.84,182.8,2019
250301,36918,28667,8251,0.6,6278.07,2690.6,8968.68,2019
250302,11656,7363,4293,0.44,1182.5,506.78,1689.28,2019
250303,9803,4622,5181,0.54,911,390.43,1301.42,2019
250304,10080,5049,5031,0.49,903.01,387.01,1290.02,2019
250305,6037,4524,1513,0.43,706.74,302.89,1009.63,2019
250401,3317,1389,1928,0.54,274.46,117.62,392.08,2019
10101,39051,38221,830,0.51,7114.84,3049.22,10164.06,2020
10102,278,140,138,0.53,27.31,11.7,39.01,2020
10103,1180,311,869,0.44,49.58,21.25,70.83,2020
10104,702,459,243,0.44,73.18,31.36,104.54,2020
10105,589,164,425,0.44,26.15,11.21,37.35,2020
10106,1933,486,1447,0.44,77.48,33.21,110.69,2020
10107,539,176,363,0.53,34.33,14.71,49.04,2020
10108,1456,1392,64,0.48,245.88,105.38,351.26,2020
10109,3966,2169,1797,0.53,423.08,181.32,604.39,2020
10110,3815,2778,1037,0.27,273.77,117.33,391.1,2020
10111,803,426,377,0.44,67.92,29.11,97.03,2020
10112,911,717,194,0.53,139.86,59.94,199.79,2020
10113,1534,1028,506,0.48,178.46,76.48,254.95,2020
10114,2266,588,1678,0.44,93.75,40.18,133.92,2020
10115,487,443,44,0.45,72.09,30.89,102.98,2020
10116,435,136,299,0.53,26.53,11.37,37.9,2020
10117,792,87,705,0.53,16.97,7.27,24.24,2020
10118,323,233,90,0.41,34.87,14.94,49.81,2020
10119,590,413,177,0.53,80.56,34.52,115.08,2020
10120,1261,200,1061,0.53,39.01,16.72,55.73,2020
10121,277,102,175,0.53,19.9,8.53,28.42,2020
10201,29905,27173,2732,0.43,4225.83,1811.07,6036.9,2020
10202,10149,2806,7343,0.8,819.35,351.15,1170.5,2020
10203,4660,2293,2367,0.45,376.63,161.41,538.04,2020
10204,1287,663,624,0.5,121,51.86,172.85,2020
10205,32136,5709,26427,0.53,1104.41,473.32,1577.72,2020
10206,6535,4014,2521,0.37,542.09,232.32,774.42,2020
10301,1332,1091,241,0.72,286.71,122.88,409.59,2020
10302,319,122,197,0.53,23.8,10.2,34,2020
10303,301,291,10,0.4,42.45,18.19,60.64,2020
10304,825,80,745,0.53,15.6,6.69,22.29,2020
10305,684,376,308,0.53,73.34,31.43,104.77,2020
10306,6397,3829,2568,0.47,656.86,281.51,938.38,2020
10307,7931,6653,1278,0.3,728.5,312.22,1040.72,2020
10308,218,62,156,0.55,12.38,5.3,17.68,2020
10309,551,397,154,0.58,84.04,36.02,120.06,2020
10310,1678,870,808,0.53,169.7,72.73,242.43,2020
10311,837,269,568,0.53,52.47,22.49,74.96,2020
10312,5757,2210,3547,0.53,431.07,184.75,615.82,2020
10401,20847,4335,16512,0.56,890.12,381.48,1271.6,2020
10402,12537,1166,11371,0.55,232.76,99.75,332.51,2020
10403,17960,2424,15536,0.53,472.82,202.64,675.45,2020
10501,2375,2113,262,0.51,394.41,169.03,563.45,2020
10502,7515,4641,2874,0.53,905.25,387.97,1293.22,2020
10503,2045,357,1688,0.53,69.63,29.84,99.48,2020
10504,1933,1232,701,0.44,196.42,84.18,280.6,2020
10505,1923,1084,839,0.25,98.92,42.39,141.31,2020
10506,486,330,156,0.44,52.61,22.55,75.16,2020
10507,883,210,673,0.53,40.96,17.56,58.52,2020
10508,858,341,517,0.44,54.37,23.3,77.67,2020
10509,4118,2387,1731,0.44,380.56,163.1,543.66,2020
10510,405,405,0,0.44,64.57,27.67,92.24,2020
10511,776,383,393,0.53,74.71,32.02,106.72,2020
10512,3950,1623,2327,0.53,316.58,135.68,452.25,2020
10513,3712,531,3181,0.53,103.57,44.39,147.96,2020
10514,5075,389,4686,0.44,62.02,26.58,88.6,2020
10515,1389,263,1126,0.44,41.93,17.97,59.9,2020
10516,550,435,115,0.29,46.14,19.78,65.92,2020
10517,732,374,358,0.44,59.63,25.55,85.18,2020
10518,621,202,419,0.42,31,13.28,44.28,2020
10519,434,68,366,0.53,13.26,5.68,18.95,2020
10520,2145,441,1704,0.44,70.31,30.13,100.44,2020
10521,3070,873,2197,0.53,170.28,72.98,243.26,2020
10522,1375,785,590,0.44,125.15,53.64,178.79,2020
10523,1457,897,560,0.42,137.64,58.99,196.63,2020
10601,6499,5388,1111,0.46,904.65,387.71,1292.35,2020
10602,2877,73,2804,0.53,14.24,6.1,20.34,2020
10603,636,553,83,0.47,94.34,40.43,134.77,2020
10604,2664,777,1887,0.53,151.56,64.95,216.51,2020
10605,2431,441,1990,0.53,86.02,36.87,122.89,2020
10606,1673,896,777,0.53,174.77,74.9,249.67,2020
10607,1559,1049,510,0.53,204.61,87.69,292.31,2020
10608,419,238,181,0.53,46.42,19.9,66.32,2020
10609,10028,627,9401,0.55,125.16,53.64,178.8,2020
10610,529,158,371,0.53,30.82,13.21,44.03,2020
10611,288,65,223,0.53,12.68,5.43,18.11,2020
10612,4048,448,3600,0.53,87.39,37.45,124.84,2020
10701,57746,39856,17890,0.69,10006.02,4288.29,14294.31,2020
10702,24525,8059,16466,0.52,1529.6,655.54,2185.14,2020
10703,8760,3179,5581,0.44,506.83,217.21,724.05,2020
10704,6503,3082,3421,0.44,491.37,210.59,701.96,2020
10705,7215,1336,5879,0.56,273.08,117.03,390.11,2020
10706,11300,4036,7264,0.51,751.3,321.99,1073.29,2020
10707,3245,575,2670,0.44,91.67,39.29,130.96,2020
20101,68466,61927,6539,0.77,17404.58,7459.11,24863.69,2020
20102,1698,429,1269,0.44,68.4,29.31,97.71,2020
20103,274,114,160,0.44,18.18,7.79,25.96,2020
20104,1652,271,1381,0.44,43.21,18.52,61.72,2020
20105,87112,72228,14884,0.63,16608.83,7118.07,23726.9,2020
20106,5206,2623,2583,0.32,306.37,131.3,437.67,2020
20107,1110,273,837,0.44,43.52,18.65,62.18,2020
20108,2507,1214,1293,0.44,193.55,82.95,276.5,2020
20109,998,318,680,0.22,25.54,10.94,36.48,2020
20110,5235,1319,3916,0.42,202.4,86.74,289.14,2020
20111,3489,1112,2377,0.44,177.29,75.98,253.27,2020
20112,7529,1995,5534,0.25,182.04,78.02,260.06,2020
20201,2182,1045,1137,0.67,255.55,109.52,365.08,2020
20202,1649,373,1276,0.44,59.47,25.49,84.95,2020
20203,358,202,156,0.42,31,13.28,44.28,2020
20204,1517,240,1277,0.44,38.26,16.4,54.66,2020
20205,727,286,441,0.44,45.6,19.54,65.14,2020
20301,3413,1802,1611,0.39,256.51,109.93,366.45,2020
20302,1958,771,1187,0.44,122.92,52.68,175.6,2020
20303,1346,413,933,0.44,65.85,28.22,94.06,2020
20304,1946,864,1082,0.44,137.75,59.04,196.78,2020
20305,4135,1196,2939,0.44,190.68,81.72,272.4,2020
20306,1152,174,978,0.44,27.74,11.89,39.63,2020
20401,4787,1949,2838,0.39,277.44,118.9,396.34,2020
20402,2923,233,2690,0.44,37.15,15.92,53.07,2020
20501,4087,3800,287,0.37,513.19,219.94,733.13,2020
20502,215,175,40,0.74,47.27,20.26,67.53,2020
20503,1020,334,686,0.44,53.25,22.82,76.07,2020
20504,2079,1059,1020,0.44,168.84,72.36,241.2,2020
20505,1868,708,1160,0.44,112.88,48.38,161.25,2020
20506,279,268,11,0.44,42.73,18.31,61.04,2020
20507,2348,1630,718,0.5,297.48,127.49,424.96,2020
20508,6473,5374,1099,0.76,1490.75,638.89,2129.64,2020
20509,1341,1022,319,0.23,85.8,36.77,122.57,2020
20510,1365,346,1019,0.44,55.16,23.64,78.8,2020
20511,444,331,113,0.34,41.08,17.6,58.68,2020
20512,515,378,137,0.37,51.05,21.88,72.93,2020
20513,874,772,102,0.44,123.08,52.75,175.83,2020
20514,471,389,82,0.42,59.63,25.56,85.19,2020
20515,633,546,87,0.44,87.05,37.31,124.36,2020
20601,16675,10570,6105,0.36,1388.9,595.24,1984.14,2020
20602,2794,1018,1776,0.44,162.3,69.56,231.86,2020
20603,1520,722,798,0.44,115.11,49.33,164.44,2020
20604,2598,766,1832,0.3,83.88,35.95,119.82,2020
20605,1617,289,1328,0.44,46.08,19.75,65.82,2020
20606,10782,3964,6818,0.35,502.06,215.17,717.23,2020
20607,1455,627,828,0.44,99.96,42.84,142.81,2020
20608,2502,384,2118,0.44,61.22,26.24,87.46,2020
20609,2915,964,1951,0.42,147.92,63.4,211.32,2020
20610,3861,1638,2223,0.44,261.15,111.92,373.07,2020
20611,3288,725,2563,0.44,115.59,49.54,165.13,2020
20701,11083,3659,7424,0.34,454.08,194.61,648.69,2020
20702,3233,1048,2185,0.44,167.08,71.61,238.69,2020
20703,4180,831,3349,0.44,132.49,56.78,189.27,2020
20801,40363,36731,3632,0.62,8312.23,3562.38,11874.61,2020
20802,5413,2769,2644,0.5,503.52,215.8,719.32,2020
20803,2340,1665,675,0.5,302.77,129.76,432.53,2020
20804,9140,3310,5830,0.5,601.9,257.96,859.86,2020
20901,1790,1325,465,0.44,211.25,90.53,301.78,2020
20902,380,200,180,0.44,31.89,13.67,45.55,2020
20903,481,397,84,0.44,63.29,27.13,90.42,2020
20904,2881,1086,1795,0.44,173.14,74.2,247.35,2020
20905,1078,803,275,0.22,64.48,27.63,92.12,2020
20906,666,246,420,0.44,39.22,16.81,56.03,2020
20907,741,692,49,0.44,110.33,47.28,157.61,2020
21001,9803,6197,3606,0.3,678.57,290.82,969.39,2020
21002,1414,283,1131,0.28,28.92,12.4,41.32,2020
21003,2661,646,2015,0.31,73.09,31.33,104.42,2020
21004,8462,2313,6149,0.33,278.6,119.4,398,2020
21005,1841,770,1071,0.44,122.76,52.61,175.38,2020
21006,1401,932,469,0.44,148.59,63.68,212.27,2020
21007,3589,1582,2007,0.44,252.22,108.09,360.32,2020
21008,2746,936,1810,0.42,143.63,61.55,205.18,2020
21009,1360,764,596,0.44,121.81,52.2,174.01,2020
21010,1565,1233,332,0.52,234.02,100.3,334.32,2020
21011,2725,886,1839,0.44,141.26,60.54,201.8,2020
21012,751,520,231,0.7,132.86,56.94,189.8,2020
21013,1461,663,798,0.44,105.7,45.3,151,2020
21014,19498,4958,14540,0.33,597.19,255.94,853.13,2020
21015,2694,1081,1613,0.54,213.07,91.31,304.38,2020
21016,1293,660,633,0.31,75.16,32.21,107.37,2020
21101,27123,23582,3541,0.87,7488.46,3209.34,10697.81,2020
21102,814,229,585,0.5,41.64,17.85,59.49,2020
21103,3405,1774,1631,0.5,322.59,138.25,460.84,2020
21104,961,371,590,0.5,67.46,28.91,96.38,2020
21105,763,324,439,0.5,58.92,25.25,84.17,2020
21201,26949,15926,11023,0.55,3197.14,1370.2,4567.35,2020
21202,1110,548,562,0.44,87.37,37.44,124.81,2020
21203,1394,204,1190,0.44,32.52,13.94,46.46,2020
21204,1697,375,1322,0.44,59.79,25.62,85.41,2020
21205,1967,973,994,0.2,71.03,30.44,101.47,2020
21206,8577,447,8130,0.44,71.27,30.54,101.81,2020
21207,6990,489,6501,0.44,77.96,33.41,111.37,2020
21208,4588,673,3915,0.31,76.15,32.64,108.79,2020
21209,1092,252,840,0.44,40.18,17.22,57.4,2020
21210,2193,473,1720,0.44,75.41,32.32,107.73,2020
21301,3122,1433,1689,0.45,235.37,100.87,336.24,2020
21302,4015,332,3683,0.44,52.93,22.68,75.62,2020
21303,1421,151,1270,0.44,24.07,10.32,34.39,2020
21304,1993,162,1831,0.44,25.83,11.07,36.9,2020
21305,1015,137,878,0.44,21.84,9.36,31.2,2020
21306,6315,358,5957,0.44,57.08,24.46,81.54,2020
21307,2870,122,2748,0.44,19.45,8.34,27.79,2020
21308,1036,325,711,0.44,51.82,22.21,74.02,2020
21401,1259,846,413,0.55,169.83,72.79,242.62,2020
21402,676,339,337,0.44,54.05,23.16,77.21,2020
21403,297,288,9,0.44,45.92,19.68,65.59,2020
21404,447,410,37,0.44,65.37,28.01,93.38,2020
21405,1566,482,1084,0.5,87.65,37.56,125.21,2020
21406,1313,944,369,0.84,289.43,124.04,413.47,2020
21407,233,212,21,0.44,33.8,14.49,48.29,2020
21408,437,327,110,0.44,52.13,22.34,74.48,2020
21409,544,190,354,0.5,34.55,14.81,49.36,2020
21410,452,316,136,0.44,50.38,21.59,71.97,2020
21501,2588,1915,673,0.65,454.33,194.71,649.05,2020
21502,1017,341,676,0.44,54.37,23.3,77.67,2020
21503,7850,4333,3517,0.55,869.85,372.79,1242.64,2020
21504,532,205,327,0.44,32.68,14.01,46.69,2020
21505,1082,704,378,0.44,112.24,48.1,160.34,2020
21506,517,284,233,0.44,45.28,19.41,64.68,2020
21507,624,607,17,0.58,128.5,55.07,183.57,2020
21508,2517,999,1518,0.44,159.27,68.26,227.53,2020
21509,3697,2272,1425,0.71,588.79,252.34,841.13,2020
21510,1147,326,821,0.44,51.97,22.27,74.25,2020
21511,2800,1304,1496,0.2,95.19,40.8,135.99,2020
21601,14933,5571,9362,0.64,1301.39,557.74,1859.12,2020
21602,3051,473,2578,0.44,75.41,32.32,107.73,2020
21603,6369,1020,5349,0.44,162.62,69.69,232.32,2020
21604,2322,221,2101,0.44,35.23,15.1,50.33,2020
21701,4527,3169,1358,0.5,578.34,247.86,826.2,2020
21702,4060,2730,1330,0.44,435.25,186.54,621.78,2020
21703,394,346,48,0.73,92.19,39.51,131.7,2020
21704,580,298,282,0.44,47.51,20.36,67.87,2020
21705,855,677,178,0.45,111.2,47.66,158.85,2020
21706,1924,1770,154,0.8,516.84,221.5,738.34,2020
21707,854,480,374,0.44,76.53,32.8,109.32,2020
21708,1716,424,1292,0.5,77.1,33.04,110.14,2020
21709,432,283,149,0.44,45.12,19.34,64.46,2020
21710,2743,1787,956,0.44,284.9,122.1,407.01,2020
21801,216776,207391,9385,0.52,39362.81,16869.78,56232.59,2020
21802,4816,973,3843,0.44,155.13,66.48,221.61,2020
21803,17491,17491,0,0.6,3830.53,1641.66,5472.18,2020
21804,3275,331,2944,0.44,52.77,22.62,75.39,2020
21805,8683,4326,4357,0.79,1247.4,534.6,1782,2020
21806,14846,13749,1097,0.45,2258.27,967.83,3226.1,2020
21807,5225,3860,1365,0.37,521.29,223.41,744.7,2020
21808,22689,20415,2274,0.41,3055.1,1309.33,4364.44,2020
21809,180252,179009,1243,0.6,39202.97,16801.27,56004.24,2020
21901,5687,4428,1259,0.47,759.62,325.55,1085.18,2020
21902,1647,788,859,0.44,125.63,53.84,179.47,2020
21903,514,185,329,0.44,29.49,12.64,42.14,2020
21904,2945,629,2316,0.44,100.28,42.98,143.26,2020
21905,916,446,470,0.44,71.11,30.47,101.58,2020
21906,3701,1015,2686,0.44,161.82,69.35,231.18,2020
21907,2400,530,1870,0.44,84.5,36.21,120.71,2020
21908,2404,340,2064,0.44,54.21,23.23,77.44,2020
21909,6914,623,6291,0.44,99.33,42.57,141.89,2020
21910,1502,665,837,0.44,106.02,45.44,151.46,2020
22001,22302,10097,12205,0.31,1142.48,489.63,1632.11,2020
22002,1698,151,1547,0.42,23.17,9.93,33.1,2020
22003,6881,2338,4543,0.35,298.68,128.01,426.69,2020
22004,1522,337,1185,0.25,30.75,13.18,43.93,2020
22005,13137,1331,11806,0.44,212.2,90.94,303.15,2020
22006,2964,1044,1920,0.44,166.45,71.33,237.78,2020
22007,1904,191,1713,0.4,27.89,11.95,39.84,2020
22008,5361,412,4949,0.44,65.69,28.15,93.84,2020
30101,76639,68822,7817,0.5,12560.02,5382.86,17942.88,2020
30102,1437,1067,370,0.68,264.83,113.5,378.33,2020
30103,1836,317,1519,0.44,50.54,21.66,72.2,2020
30104,17064,6892,10172,0.44,1098.81,470.92,1569.72,2020
30105,2778,526,2252,0.44,83.86,35.94,119.8,2020
30106,2813,963,1850,0.44,153.53,65.8,219.33,2020
30107,2673,423,2250,0.44,67.44,28.9,96.34,2020
30108,2490,650,1840,0.44,103.63,44.41,148.04,2020
30109,12386,10091,2295,0.6,2209.93,947.11,3157.04,2020
30201,46035,36959,9076,0.47,6340.32,2717.28,9057.59,2020
30202,5565,1292,4273,0.44,205.99,88.28,294.27,2020
30203,1209,724,485,0.21,55.49,23.78,79.28,2020
30204,5070,2742,2328,0.52,520.43,223.04,743.47,2020
30205,3846,409,3437,0.58,86.59,37.11,123.69,2020
30206,751,462,289,0.44,73.66,31.57,105.23,2020
30207,6069,1374,4695,0.55,275.83,118.21,394.04,2020
30208,3334,420,2914,0.44,66.96,28.7,95.66,2020
30209,8367,1003,7364,0.46,168.4,72.17,240.58,2020
30210,2268,622,1646,0.44,99.17,42.5,141.67,2020
30211,890,630,260,0.41,94.28,40.41,134.69,2020
30212,3000,1416,1584,0.44,225.76,96.75,322.51,2020
30213,22241,12580,9661,0.5,2295.85,983.94,3279.79,2020
30214,1650,614,1036,0.44,97.89,41.95,139.84,2020
30215,8570,4269,4301,0.37,576.53,247.08,823.61,2020
30216,19901,11788,8113,0.43,1850.13,792.91,2643.04,2020
30217,1912,494,1418,0.44,78.76,33.75,112.51,2020
30218,3736,1099,2637,0.44,175.22,75.09,250.31,2020
30219,1748,1082,666,0.86,337.67,144.71,482.38,2020
30220,4596,3148,1448,0.53,608.98,260.99,869.97,2020
30301,2860,2103,757,0.22,168.87,72.37,241.24,2020
30302,595,474,121,0.44,75.57,32.39,107.96,2020
30303,2049,1369,680,0.44,218.26,93.54,311.8,2020
30304,1738,1551,187,0.46,260.41,111.61,372.02,2020
30305,2369,1708,661,0.8,498.74,213.74,712.48,2020
30306,1079,988,91,0.15,54.09,23.18,77.28,2020
30307,1091,890,201,0.59,191.66,82.14,273.8,2020
30401,5191,4447,744,0.39,633.03,271.3,904.33,2020
30402,593,223,370,0.44,35.55,15.24,50.79,2020
30403,919,870,49,0.44,138.71,59.45,198.15,2020
30404,1907,953,954,0.74,257.41,110.32,367.72,2020
30405,712,478,234,0.42,73.35,31.43,104.78,2020
30406,2491,761,1730,0.42,116.77,50.05,166.82,2020
30407,453,149,304,0.44,23.76,10.18,33.94,2020
30408,723,206,517,0.44,32.84,14.08,46.92,2020
30409,1507,311,1196,0.44,49.58,21.25,70.83,2020
30410,1041,543,498,0.44,86.57,37.1,123.67,2020
30411,770,623,147,0.44,99.33,42.57,141.89,2020
