UBIGEO,POB_TOTAL,POB_URBANA,POB_RURAL,GPC_DOM,QRESIDUOS_DOM,QRESIDUOS_NO_DOM,QRESIDUOS_MUN,PERIODO
30412,1118,517,601,0.44,82.43,35.33,117.75,2020
30413,736,163,573,0.44,25.99,11.14,37.12,2020
30414,1901,205,1696,0.44,32.68,14.01,46.69,2020
30415,2255,696,1559,0.44,110.96,47.56,158.52,2020
30416,1266,403,863,0.44,64.25,27.54,91.79,2020
30417,987,558,429,0.44,88.96,38.13,127.09,2020
30501,10789,4498,6291,0.5,820.89,351.81,1172.69,2020
30502,4052,1634,2418,0.44,260.51,111.65,372.16,2020
30503,6756,958,5798,0.44,152.74,65.46,218.19,2020
30504,9712,5111,4601,0.44,814.86,349.22,1164.08,2020
30505,6127,1143,4984,0.44,182.23,78.1,260.33,2020
30506,17772,7351,10421,0.37,992.75,425.47,1418.22,2020
30601,5495,3196,2299,0.4,466.62,199.98,666.59,2020
30602,10695,8045,2650,0.47,1380.12,591.48,1971.6,2020
30603,1729,447,1282,0.44,71.27,30.54,101.81,2020
30604,6711,2467,4244,0.23,207.1,88.76,295.86,2020
30605,7036,1696,5340,0.44,270.4,115.88,386.28,2020
30606,2352,295,2057,0.44,47.03,20.16,67.19,2020
30607,2765,1028,1737,0.44,163.9,70.24,234.14,2020
30608,4158,955,3203,0.44,152.26,65.25,217.51,2020
30609,2787,871,1916,0.44,138.87,59.51,198.38,2020
30610,1771,1200,571,0.44,191.32,81.99,273.31,2020
30611,1045,268,777,0.44,42.73,18.31,61.04,2020
30701,5255,3088,2167,0.31,349.41,149.75,499.15,2020
30702,1967,396,1571,0.44,63.14,27.06,90.19,2020
30703,2696,268,2428,0.44,42.73,18.31,61.04,2020
30704,1346,333,1013,0.42,51.1,21.9,73,2020
30705,893,536,357,0.44,85.46,36.62,122.08,2020
30706,905,395,510,0.44,62.98,26.99,89.97,2020
30707,794,391,403,0.44,62.34,26.72,89.05,2020
30708,3222,1165,2057,0.44,185.74,79.6,265.34,2020
30709,271,230,41,0.41,34.42,14.75,49.17,2020
30710,562,235,327,0.44,37.47,16.06,53.52,2020
30711,640,579,61,0.13,27.47,11.77,39.25,2020
30712,1324,1278,46,0.44,203.75,87.32,291.08,2020
30713,643,588,55,0.21,45.07,19.32,64.39,2020
30714,1241,445,796,0.44,70.95,30.41,101.35,2020
40101,54400,54400,0,0.55,10920.8,4680.34,15601.14,2020
40102,88537,88537,0,0.45,14542.2,6232.37,20774.57,2020
40103,103140,103123,17,0.46,17314.35,7420.44,24734.79,2020
40104,229142,228840,302,0.37,30904.84,13244.93,44149.77,2020
40105,16263,15499,764,0.39,2206.28,945.55,3151.83,2020
40106,3112,2323,789,0.44,370.36,158.73,529.09,2020
40107,51848,51825,23,0.37,6998.97,2999.56,9998.52,2020
40108,38103,33172,4931,0.45,5448.5,2335.07,7783.57,2020
40109,64442,64442,0,0.48,11290.24,4838.67,16128.91,2020
40110,63632,63632,0,0.51,11845.1,5076.47,16921.57,2020
40111,6998,6081,917,0.32,710.26,304.4,1014.66,2020
40112,134099,134099,0,0.48,23494.14,10068.92,33563.06,2020
40113,447,241,206,0.44,38.42,16.47,54.89,2020
40114,797,325,472,0.44,51.82,22.21,74.02,2020
40115,6977,6813,164,0.4,994.7,426.3,1421,2020
40116,4544,4530,14,0.37,611.78,262.19,873.97,2020
40117,27038,27038,0,0.57,5625.26,2410.82,8036.08,2020
40118,561,399,162,0.5,72.56,31.1,103.65,2020
40119,1299,520,779,0.44,82.9,35.53,118.44,2020
40120,650,81,569,0.5,14.73,6.31,21.04,2020
40121,7478,7226,252,0.55,1450.62,621.69,2072.31,2020
40122,80977,80429,548,0.4,11742.63,5032.56,16775.19,2020
40123,17023,16501,522,0.52,3131.89,1342.24,4474.13,2020
40124,16195,15240,955,0.4,2225.04,953.59,3178.63,2020
40125,4506,2119,2387,0.5,385.33,165.14,550.46,2020
40126,26354,26354,0,0.62,5963.91,2555.96,8519.87,2020
40127,1528,1485,43,0.42,227.87,97.66,325.52,2020
40128,43033,42367,666,0.39,6030.94,2584.69,8615.63,2020
40129,82642,82642,0,0.45,13573.95,5817.41,19391.36,2020
40201,12677,12674,3,0.54,2498.05,1070.59,3568.64,2020
40202,4710,4701,9,0.57,978.04,419.16,1397.2,2020
40203,8448,1111,7337,0.71,287.92,123.39,411.31,2020
40204,6450,6021,429,0.49,1076.86,461.51,1538.37,2020
40205,7723,7604,119,0.5,1382.73,592.6,1975.33,2020
40206,4040,3446,594,0.62,779.83,334.21,1114.04,2020
40207,1072,197,875,0.5,35.82,15.35,51.18,2020
40208,16588,16170,418,0.61,3600.25,1542.96,5143.22,2020
40301,4227,4042,185,0.21,309.82,132.78,442.6,2020
40302,5172,3489,1683,0.7,891.44,382.05,1273.49,2020
40303,5962,5087,875,0.18,334.22,143.24,477.45,2020
40304,475,94,381,0.46,15.74,6.74,22.48,2020
40305,2978,2654,324,0.6,581.23,249.1,830.32,2020
40306,609,149,460,0.44,23.76,10.18,33.94,2020
40307,10368,9975,393,0.45,1638.39,702.17,2340.56,2020
40308,3613,2269,1344,0.41,339.56,145.52,485.08,2020
40309,3199,75,3124,0.44,11.96,5.12,17.08,2020
40310,1576,1426,150,0.6,312.29,133.84,446.13,2020
40311,1580,1488,92,0.36,195.52,83.8,279.32,2020
40312,1902,875,1027,0.44,139.5,59.79,199.29,2020
40313,2029,1665,364,0.33,200.55,85.95,286.5,2020
40401,8964,6942,2022,0.49,1241.58,532.1,1773.68,2020
40402,1010,733,277,0.33,88.29,37.84,126.13,2020
40403,230,182,48,0.38,25.24,10.82,36.06,2020
40404,1643,544,1099,0.44,86.73,37.17,123.9,2020
40405,1034,643,391,0.44,102.51,43.93,146.45,2020
40406,666,254,412,0.44,40.5,17.36,57.85,2020
40407,1586,1329,257,0.46,223.14,95.63,318.77,2020
40408,457,209,248,0.44,33.32,14.28,47.6,2020
40409,8557,7947,610,0.68,1972.45,845.33,2817.78,2020
40410,1862,1273,589,0.37,171.92,73.68,245.6,2020
40411,429,123,306,0.44,19.61,8.4,28.01,2020
40412,202,115,87,0.44,18.33,7.86,26.19,2020
40413,6590,4152,2438,0.5,755.01,323.58,1078.59,2020
40414,1513,1038,475,0.55,208.38,89.31,297.68,2020
40501,5889,5725,164,0.87,1817.97,779.13,2597.11,2020
40502,817,761,56,0.36,100,42.86,142.85,2020
40503,2094,1974,120,0.44,314.72,134.88,449.6,2020
40504,1357,832,525,0.44,132.65,56.85,189.5,2020
40505,3688,3306,382,0.87,1049.82,449.92,1499.74,2020
40506,1126,762,364,0.44,121.49,52.07,173.55,2020
40507,660,437,223,0.44,69.67,29.86,99.53,2020
40508,967,538,429,0.44,85.77,36.76,122.53,2020
40509,572,554,18,0.44,88.33,37.85,126.18,2020
40510,847,792,55,0.24,69.38,29.73,99.11,2020
40511,703,391,312,0.44,62.34,26.72,89.05,2020
40512,687,676,11,0.56,138.17,59.22,197.39,2020
40513,660,652,8,0.48,114.23,48.96,163.19,2020
40514,878,401,477,0.42,61.53,26.37,87.9,2020
40515,677,535,142,0.46,89.83,38.5,128.32,2020
40516,817,66,751,0.44,10.52,4.51,15.03,2020
40517,1483,676,807,0.44,107.78,46.19,153.97,2020
40518,598,501,97,0.44,79.88,34.23,114.11,2020
40519,2158,1777,381,0.42,272.67,116.86,389.53,2020
40520,70780,58186,12594,0.5,10618.95,4550.98,15169.92,2020
40601,3361,2822,539,0.5,513.16,219.93,733.09,2020
40602,685,219,466,0.46,36.77,15.76,52.53,2020
40603,3275,425,2850,0.44,67.76,29.04,96.8,2020
40604,673,314,359,0.44,50.06,21.45,71.52,2020
40605,599,344,255,0.5,62.55,26.81,89.36,2020
40606,3451,1621,1830,0.44,258.44,110.76,369.2,2020
40607,419,225,194,0.44,35.87,15.37,51.25,2020
40608,3963,518,3445,0.44,82.59,35.39,117.98,2020
40701,26453,26221,232,0.57,5455.28,2337.98,7793.26,2020
40702,8363,7453,910,0.4,1088.14,466.34,1554.48,2020
40703,7129,6878,251,0.43,1079.5,462.64,1542.15,2020
40704,5202,5202,0,0.46,873.42,374.32,1247.74,2020
40705,1240,865,375,0.68,214.69,92.01,306.7,2020
40706,6464,6399,65,0.52,1214.53,520.51,1735.04,2020
40801,2981,2145,836,0.22,172.24,73.82,246.06,2020
40802,1851,1725,126,0.46,289.63,124.13,413.75,2020
40803,586,366,220,0.44,58.35,25.01,83.36,2020
40804,1867,834,1033,0.44,132.97,56.99,189.95,2020
40805,1106,394,712,0.44,62.82,26.92,89.74,2020
40806,2346,961,1385,0.44,153.21,65.66,218.88,2020
40807,278,83,195,0.44,13.23,5.67,18.9,2020
40808,300,136,164,0.44,21.68,9.29,30.98,2020
40809,313,224,89,0.44,35.71,15.31,51.02,2020
40810,658,285,373,0.44,45.44,19.47,64.91,2020
40811,511,212,299,0.44,33.8,14.49,48.29,2020
50101,111370,108426,2944,0.5,19787.75,8480.46,28268.21,2020
50102,8818,1451,7367,0.44,231.34,99.14,330.48,2020
50103,4964,694,4270,0.4,101.32,43.42,144.75,2020
50104,31712,30910,802,0.67,7559.04,3239.59,10798.63,2020
50105,6691,2548,4143,0.22,204.6,87.69,292.29,2020
50106,6172,1156,5016,0.44,184.3,78.99,263.29,2020
50107,3565,1629,1936,0.44,259.71,111.31,371.02,2020
50108,5821,2224,3597,0.22,178.59,76.54,255.12,2020
50109,1596,133,1463,0.41,19.9,8.53,28.43,2020
50110,53934,53859,75,0.65,12778.05,5476.31,18254.35,2020
50111,1639,732,907,0.44,116.7,50.02,166.72,2020
50112,6846,971,5875,0.4,141.77,60.76,202.52,2020
50113,6001,253,5748,0.38,35.09,15.04,50.13,2020
50114,16233,579,15654,0.42,88.76,38.04,126.8,2020
50115,21028,19811,1217,0.53,3832.44,1642.47,5474.91,2020
50116,31411,27281,4130,0.7,6970.3,2987.27,9957.57,2020
50201,5842,2266,3576,0.31,256.4,109.88,366.28,2020
50202,9119,3255,5864,0.46,546.51,234.22,780.74,2020
50203,8217,2825,5392,0.33,340.27,145.83,486.1,2020
50204,2026,413,1613,0.44,65.85,28.22,94.06,2020
50205,4279,1377,2902,0.44,219.54,94.09,313.63,2020
50206,2999,1361,1638,0.44,216.99,92.99,309.98,2020
50301,3181,2980,201,0.39,424.2,181.8,606,2020
50302,1774,1522,252,0.2,111.11,47.62,158.72,2020
50303,1308,744,564,0.42,114.16,48.93,163.09,2020
50304,2078,996,1082,0.36,131.97,56.56,188.52,2020
50401,43266,36027,7239,0.58,7626.92,3268.68,10895.59,2020
50402,1072,402,670,0.44,64.09,27.47,91.56,2020
50403,4188,1759,2429,0.44,280.44,120.19,400.63,2020
50404,2861,743,2118,0.44,118.46,50.77,169.23,2020
50405,6217,2144,4073,0.42,328.99,140.99,469.98,2020
50406,3900,1245,2655,0.44,198.49,85.07,283.56,2020
50407,11685,4138,7547,0.55,830.7,356.02,1186.72,2020
50408,11466,5149,6317,0.47,883.31,378.56,1261.87,2020
50409,4384,2183,2201,0.44,348.04,149.16,497.2,2020
50410,3672,417,3255,0.66,100.46,43.05,143.51,2020
50411,2299,438,1861,0.42,67.21,28.8,96.01,2020
50412,2195,912,1283,0.44,145.4,62.32,207.72,2020
50501,11410,4762,6648,0.93,1616.46,692.77,2309.23,2020
50502,8105,2278,5827,0.47,390.79,167.48,558.27,2020
50503,9995,7161,2834,0.59,1542.12,660.91,2203.03,2020
50504,1558,207,1351,0.44,33,14.14,47.15,2020
50505,4443,581,3862,0.5,106.03,45.44,151.48,2020
50506,1365,173,1192,0.44,27.58,11.82,39.4,2020
50507,12686,9005,3681,0.46,1511.94,647.97,2159.91,2020
50508,9302,5651,3651,0.44,900.95,386.12,1287.07,2020
50509,10997,5994,5003,0.6,1312.69,562.58,1875.27,2020
50510,4345,987,3358,0.53,190.94,81.83,272.76,2020
50511,1071,171,900,0.44,27.26,11.68,38.95,2020
50601,14535,13564,971,0.49,2425.92,1039.68,3465.6,2020
50602,2665,1914,751,0.44,307.39,131.74,439.13,2020
50603,1976,1930,46,0.21,147.93,63.4,211.34,2020
50604,1532,1451,81,0.37,195.96,83.98,279.94,2020
50605,2296,1398,898,0.44,222.89,95.52,318.41,2020
50606,2443,1446,997,0.53,279.73,119.88,399.61,2020
50607,1550,492,1058,0.44,78.44,33.62,112.06,2020
50608,1676,787,889,0.44,125.47,53.77,179.25,2020
50609,1095,470,625,0.44,74.93,32.11,107.05,2020
50610,877,431,446,0.44,68.72,29.45,98.16,2020
50611,2703,1516,1187,0.44,241.7,103.59,345.28,2020
50612,2244,868,1376,0.44,138.39,59.31,197.7,2020
50613,1848,465,1383,0.44,74.14,31.77,105.91,2020
50614,848,452,396,0.44,72.06,30.88,102.95,2020
50615,1823,1146,677,0.42,175.85,75.36,251.21,2020
50616,994,817,177,0.43,128.23,54.95,183.18,2020
50617,2661,1338,1323,0.44,213.32,91.42,304.74,2020
50618,898,358,540,0.44,57.08,24.46,81.54,2020
50619,4869,2307,2562,0.44,367.81,157.63,525.44,2020
50620,850,840,10,0.38,116.51,49.93,166.44,2020
50621,1455,1066,389,0.44,169.95,72.84,242.79,2020
50701,13549,10855,2694,0.46,1822.55,781.09,2603.65,2020
50702,2179,1593,586,0.44,253.98,108.85,362.82,2020
50703,1934,486,1448,0.44,77.48,33.21,110.69,2020
50704,556,266,290,0.44,42.41,18.18,60.58,2020
50705,7191,6020,1171,0.44,959.78,411.33,1371.12,2020
50706,2123,1104,1019,0.37,149.1,63.9,212.99,2020
50707,518,213,305,0.44,33.96,14.55,48.51,2020
50708,1089,150,939,0.44,23.91,10.25,34.16,2020
50801,3376,2797,579,0.5,510.45,218.77,729.22,2020
50802,440,284,156,0.44,45.28,19.41,64.68,2020
50803,445,292,153,0.44,46.55,19.95,66.51,2020
50804,1983,1585,398,0.44,252.7,108.3,361,2020
50805,621,513,108,0.19,35.58,15.25,50.82,2020
50806,1647,670,977,0.44,106.82,45.78,152.6,2020
50807,392,231,161,0.44,36.83,15.78,52.61,2020
50808,275,89,186,0.44,14.19,6.08,20.27,2020
50809,247,160,87,0.44,25.51,10.93,36.44,2020
50810,483,436,47,0.44,69.51,29.79,99.3,2020
50901,2600,2254,346,0.32,263.27,112.83,376.1,2020
50902,310,252,58,0.44,40.18,17.22,57.4,2020
50903,461,212,249,0.42,32.53,13.94,46.47,2020
50904,481,264,217,0.44,42.09,18.04,60.13,2020
50905,348,253,95,0.44,40.34,17.29,57.62,2020
50906,1243,889,354,0.11,35.69,15.3,50.99,2020
50907,517,460,57,0.44,73.34,31.43,104.77,2020
50908,814,421,393,0.44,67.12,28.77,95.89,2020
50909,936,221,715,0.44,35.23,15.1,50.33,2020
50910,565,469,96,0.78,133.52,57.22,190.75,2020
50911,1017,892,125,0.44,142.21,60.95,203.16,2020
51001,1878,1724,154,0.32,201.36,86.3,287.66,2020
51002,1399,1178,221,0.39,167.69,71.87,239.55,2020
51003,565,407,158,0.2,29.71,12.73,42.44,2020
51004,482,154,328,0.44,24.55,10.52,35.08,2020
51005,4027,3320,707,0.39,472.6,202.54,675.15,2020
51006,1138,808,330,0.39,115.02,49.29,164.31,2020
51007,1020,598,422,0.44,95.34,40.86,136.2,2020
51008,1107,487,620,0.44,77.64,33.28,110.92,2020
51009,1241,1225,16,0.39,174.38,74.73,249.11,2020
51010,1985,1763,222,0.22,141.57,60.67,202.24,2020
51011,2624,2211,413,0.38,306.67,131.43,438.09,2020
51012,2400,751,1649,0.44,119.73,51.31,171.05,2020
51101,6513,2467,4046,0.55,495.25,212.25,707.5,2020
51102,851,659,192,0.36,86.59,37.11,123.7,2020
51103,812,488,324,0.44,77.8,33.34,111.15,2020
51104,1558,236,1322,0.44,37.63,16.13,53.75,2020
51105,1280,542,738,0.44,86.41,37.03,123.45,2020
51106,1095,402,693,0.44,64.09,27.47,91.56,2020
51107,1042,225,817,0.44,35.87,15.37,51.25,2020
51108,3912,1681,2231,0.44,268.01,114.86,382.86,2020
60101,245137,200221,44916,0.51,37271.14,15973.35,53244.48,2020
60102,7896,1046,6850,0.35,133.63,57.27,190.9,2020
60103,3863,304,3559,0.44,48.47,20.77,69.24,2020
60104,7159,697,6462,0.44,111.12,47.62,158.75,2020
60105,20052,1317,18735,0.44,209.97,89.99,299.96,2020
60106,16666,3136,13530,0.41,471.59,202.11,673.7,2020
60107,6657,744,5913,0.42,114.16,48.93,163.09,2020
60108,53298,21466,31832,0.45,3525.79,1511.05,5036.84,2020
60109,8809,2868,5941,0.39,408.26,174.97,583.23,2020
60110,3793,770,3023,0.44,122.76,52.61,175.38,2020
60111,10308,1712,8596,2,1249.76,535.61,1785.37,2020
60112,4532,953,3579,0.44,151.94,65.12,217.06,2020
60201,34231,19229,15002,0.41,2877.62,1233.27,4110.89,2020
60202,25575,920,24655,0.29,97.38,41.74,139.12,2020
60203,15319,1228,14091,0.42,188.43,80.76,269.19,2020
60204,8042,2386,5656,0.42,365.77,156.76,522.53,2020
60301,29097,20132,8965,0.43,3159.72,1354.16,4513.88,2020
60302,2699,175,2524,0.44,27.9,11.96,39.86,2020
60303,7343,452,6891,0.44,72.06,30.88,102.95,2020
60304,10885,1128,9757,0.47,193.51,82.93,276.44,2020
60305,461,184,277,0.44,29.34,12.57,41.91,2020
60306,2751,367,2384,0.44,58.51,25.08,83.59,2020
60307,3922,324,3598,0.44,51.66,22.14,73.79,2020
60308,5824,558,5266,0.44,88.96,38.13,127.09,2020
60309,7514,613,6901,0.53,118.58,50.82,169.41,2020
60310,5455,1021,4434,0.44,162.78,69.76,232.54,2020
60311,1081,55,1026,0.44,8.77,3.76,12.53,2020
60312,6884,878,6006,0.51,163.44,70.05,233.49,2020
60401,51231,22808,28423,0.38,3163.47,1355.77,4519.24,2020
60402,3216,371,2845,0.44,59.15,25.35,84.5,2020
60403,3632,702,2930,0.44,111.92,47.97,159.89,2020
60404,3628,299,3329,0.44,47.67,20.43,68.1,2020
60405,2201,509,1692,0.44,81.15,34.78,115.93,2020
60406,2311,295,2016,0.44,47.03,20.16,67.19,2020
60407,5832,1389,4443,0.44,221.45,94.91,316.36,2020
60408,5944,488,5456,0.44,77.8,33.34,111.15,2020
60409,8584,1405,7179,0.44,224,96,320,2020
60410,11586,2042,9544,0.44,325.56,139.53,465.09,2020
60411,7385,2983,4402,0.44,475.59,203.82,679.41,2020
60412,3300,191,3109,0.44,30.45,13.05,43.5,2020
60413,4621,1149,3472,0.44,183.19,78.51,261.7,2020
60414,1222,594,628,0.44,94.7,40.59,135.29,2020
60415,8826,1404,7422,0.39,199.86,85.65,285.51,2020
60416,977,165,812,0.44,26.31,11.27,37.58,2020
60417,16668,2909,13759,0.44,463.79,198.77,662.55,2020
60418,880,205,675,0.5,37.28,15.98,53.25,2020
60419,9670,950,8720,0.44,151.46,64.91,216.37,2020
60501,8061,3294,4767,0.46,553.06,237.03,790.09,2020
60502,2752,2076,676,0.42,318.25,136.39,454.64,2020
60503,1402,186,1216,0.44,29.65,12.71,42.36,2020
60504,2845,247,2598,0.44,39.38,16.88,56.26,2020
60505,3607,525,3082,0.44,83.7,35.87,119.57,2020
60506,1047,152,895,0.44,24.23,10.39,34.62,2020
60507,2650,1666,984,0.44,265.61,113.83,379.45,2020
60508,6993,4473,2520,0.36,587.75,251.89,839.65,2020
60601,51272,20245,31027,0.53,3916.4,1678.46,5594.85,2020
60602,9627,564,9063,0.76,156.45,67.05,223.51,2020
60603,3286,345,2941,0.44,55,23.57,78.58,2020
60604,2569,363,2206,0.44,57.87,24.8,82.68,2020
60605,3977,576,3401,0.44,91.83,39.36,131.19,2020
60606,5121,552,4569,0.44,88.01,37.72,125.72,2020
60607,13416,1493,11923,0.44,238.03,102.01,340.05,2020
60608,4276,1053,3223,0.44,167.88,71.95,239.83,2020
60609,1856,473,1383,0.44,75.41,32.32,107.73,2020
60610,2999,444,2555,0.44,70.79,30.34,101.13,2020
60611,2671,348,2323,0.44,55.48,23.78,79.26,2020
60612,5015,793,4222,0.44,126.43,54.18,180.61,2020
60613,7603,1749,5854,0.8,510.71,218.87,729.58,2020
60614,9156,2607,6549,0.44,415.64,178.13,593.77,2020
60615,1104,329,775,0.44,52.45,22.48,74.93,2020
60701,64702,17654,47048,0.31,1997.55,856.09,2853.64,2020
60702,2959,313,2646,0.44,49.9,21.39,71.29,2020
60703,16252,3103,13149,0.44,494.72,212.02,706.74,2020
60801,106009,89597,16412,0.53,17332.54,7428.23,24760.77,2020
60802,16370,7540,8830,0.25,688.03,294.87,982.89,2020
60803,10391,1718,8673,0.53,335.11,143.62,478.72,2020
60804,10567,1820,8747,0.53,355,152.14,507.15,2020
60805,8989,1000,7989,0.53,195.06,83.6,278.65,2020
60806,4643,768,3875,0.44,122.44,52.48,174.92,2020
60807,9245,1713,7532,0.31,193.83,83.07,276.89,2020
60808,6850,4086,2764,0.57,850.09,364.33,1214.42,2020
60809,7509,879,6630,0.5,161.7,69.3,231,2020
60810,4740,465,4275,0.44,74.14,31.77,105.91,2020
60811,8050,564,7486,0.53,110.01,47.15,157.16,2020
60812,10361,2579,7782,0.44,411.18,176.22,587.39,2020
60901,40171,13967,26204,0.51,2599.96,1114.27,3714.22,2020
60902,15974,2803,13171,0.64,654.78,280.62,935.4,2020
60903,18607,4507,14100,0.56,921.23,394.81,1316.04,2020
60904,21229,2344,18885,0.53,457.21,195.95,653.16,2020
60905,9945,1188,8757,0.56,242.83,104.07,346.9,2020
60906,19890,2873,17017,0.54,566.27,242.69,808.95,2020
60907,19954,626,19328,0.74,169.08,72.46,241.55,2020
61001,21685,10032,11653,0.51,1867.46,800.34,2667.8,2020
61002,3069,528,2541,0.25,48.18,20.65,68.83,2020
61003,3039,1775,1264,0.44,282.99,121.28,404.27,2020
61004,5150,517,4633,0.44,82.43,35.33,117.75,2020
61005,1971,581,1390,0.44,92.63,39.7,132.33,2020
61006,3627,468,3159,0.44,74.61,31.98,106.59,2020
61007,13137,1162,11975,0.44,185.26,79.4,264.66,2020
61101,14036,4276,9760,0.42,655.51,280.93,936.44,2020
61102,1310,543,767,0.44,86.57,37.1,123.67,2020
61103,4281,101,4180,0.44,16.1,6.9,23,2020
61104,2813,435,2378,0.44,69.35,29.72,99.08,2020
61105,1657,262,1395,0.44,41.77,17.9,59.67,2020
61106,2165,574,1591,0.44,91.51,39.22,130.73,2020
61107,4563,762,3801,0.44,121.49,52.07,173.55,2020
61108,1370,323,1047,0.5,58.74,25.17,83.91,2020
61109,3276,787,2489,0.44,125.47,53.77,179.25,2020
61110,2274,376,1898,0.5,68.37,29.3,97.68,2020
61111,3711,201,3510,0.44,32.05,13.73,45.78,2020
61112,2530,611,1919,0.44,97.41,41.75,139.16,2020
61113,3128,959,2169,0.44,152.9,65.53,218.42,2020
61201,13460,3454,10006,0.49,617.75,264.75,882.5,2020
61202,4578,203,4375,0.44,32.36,13.87,46.24,2020
61203,922,191,731,0.44,30.45,13.05,43.5,2020
61204,3678,184,3494,0.44,29.34,12.57,41.91,2020
61301,9756,5215,4541,0.55,1046.91,448.68,1495.59,2020
61302,1311,232,1079,0.44,36.99,15.85,52.84,2020
61303,9870,1525,8345,0.44,243.13,104.2,347.33,2020
61304,3468,343,3125,0.44,54.69,23.44,78.12,2020
61305,2351,200,2151,0.44,31.89,13.67,45.55,2020
61306,1999,259,1740,0.44,41.29,17.7,58.99,2020
61307,3887,467,3420,0.44,74.45,31.91,106.36,2020
61308,1399,166,1233,0.44,26.47,11.34,37.81,2020
61309,437,215,222,0.44,34.28,14.69,48.97,2020
61310,1255,137,1118,0.44,21.84,9.36,31.2,2020
61311,2869,780,2089,0.44,124.36,53.3,177.65,2020
70101,512386,512386,0,0.53,99121.07,42480.46,141601.53,2020
70102,80704,80704,0,0.62,18263.32,7827.14,26090.45,2020
70103,46409,46409,0,0.67,11349.32,4863.99,16213.32,2020
70104,64454,64454,0,0.6,14115.43,6049.47,20164.89,2020
70105,3935,3935,0,0.66,947.94,406.26,1354.2,2020
70106,369618,369618,0,0.55,74200.81,31800.35,106001.16,2020
70107,52348,52348,0,0.46,8789.23,3766.81,12556.04,2020
80101,118127,115842,2285,0.45,19027.05,8154.45,27181.5,2020
80102,2405,748,1657,0.44,119.26,51.11,170.36,2020
80103,12333,7770,4563,0.47,1332.94,571.26,1904.21,2020
80104,70453,68732,1721,0.48,12041.85,5160.79,17202.64,2020
80105,134182,132532,1650,0.57,27573.28,11817.12,39390.4,2020
80106,103817,102032,1785,0.54,20110.51,8618.79,28729.3,2020
80107,8338,5528,2810,0.8,1614.18,691.79,2305.97,2020
80108,61364,61364,0,0.39,8735.17,3743.64,12478.81,2020
80201,4616,2823,1793,0.39,401.85,172.22,574.08,2020
80202,3048,2022,1026,0.44,322.37,138.16,460.53,2020
80203,2350,1370,980,0.37,185.02,79.29,264.31,2020
80204,1069,583,486,0.44,92.95,39.84,132.78,2020
80205,7598,4960,2638,0.44,790.78,338.91,1129.69,2020
80206,1915,1167,748,0.44,186.06,79.74,265.8,2020
80207,3404,2588,816,0.44,412.61,176.83,589.44,2020
80301,25464,12371,13093,0.6,2709.25,1161.11,3870.36,2020
80302,7784,3433,4351,0.44,547.33,234.57,781.9,2020
80303,2742,1849,893,0.26,175.47,75.2,250.67,2020
80304,4333,1036,3297,0.44,165.17,70.79,235.96,2020
80305,4634,2254,2380,0.44,359.36,154.01,513.37,2020
80306,7754,1813,5941,0.8,529.4,226.88,756.28,2020
80307,3496,1694,1802,0.44,270.08,115.75,385.83,2020
